text,labels
time 2019-06-07T15:42:47Z author CONTRIBUTOR repo 10up/distributor title php notice undefined offset 0 on pull content page body describe the bug notice undefined offset 0 in plugins distributor includes pull ui.php 394 there is no check if there are any available post types. php connection_now pull_post_types distributor utils available_pull_post_types connection_now connection_type connection_now pull_post_type connection_now pull_post_types 0 'slug' https github.com 10up distributor blob 1.4.1 includes pull ui.php l394 steps to reproduce steps to reproduce the behavior. 1. go to pull content page wp admin admin.php?page pull 2. see php notice expected behavior no php notice,0
time 2019-11-09T06:43:26Z author NONE repo 10up/distributor title not bringing in images body thank you for reporting a possible bug in dsitributor. please fill in as much of the template below as you can. describe the bug when i pulled in a listing from one of my multisites it brought everything in successfully except the images. it brought in the feature image no problem but not the gallery. all the images were shaded out. i could click on them and see them when editing the gallery but they would not show on the live site. i have the settings set to thumbnail resizing allowed. and process the featured image and any attached images selected. steps to reproduce steps to reproduce the behavior. 1. go to distributor pull content pulled the page 2. click on 'view' 3. image gallery is not there expected behavior a clear and concise description of what you expected to happen. should see the image gallery in the header. this is the listing i pulled https www.millersflat.online listing item clutha gold cycle and walking trail i had to unlink it,0
time 2020-01-07T18:25:35Z author NONE repo 10up/distributor title remove registration notice when registered body remove registration input field descritiion after successful registration green checkmark . screenshot attached vers 1.5 . dist reg gey setting https user images.githubusercontent.com 275759 71918805 51e74380 3140 11ea 94c3 2c2f4fa55f51.png,1
time 2020-02-12T21:15:16Z author NONE repo 10up/distributor title limited connection established. authentication failed. body if you have a question about distributor that is neither a bug report nor an enhancement then please post it here please fill in as much of the template below as you can. i found this plugin and it seems to be exactly what we need in this case. multiple sites operated by the same company that want to be able to easily replicate blog posts between them. unfortunately after following your install instructions i get the following warning error limited connection established. authentication failed. push distribution unavailable. pull distribution limited to basic content i.e. title and content body. i had had to edit my .htaccess for the two sites in question as your instructions mentioned as a solution to the php authentication problem. i would really love to be able to use this plugin... help a clear and concise description of what your question is.,2
time 2020-05-21T15:33:33Z author MEMBER repo 10up/distributor title ui bug switching set up process doesn't clear fields body thank you for reporting a possible bug in distributor. please fill in as much of the template below as you can. describe the bug from helen's comment https github.com 10up distributor pull 368 issuecomment 612242826 on issue ui bug if i click manually setup connection but then decide to switch to wordpress.com application the fields do not disappear. see screenshot https share.getcloudapp.com blueyznr for what i mean. i think this should probably reset entirely so hide the fields when you switch but if you switch _back_ to username password it should give you the wizard thing again. steps to reproduce steps to reproduce the behavior. 1. go to '...' 2. click on '....' 3. scroll down to '....' 4. see error expected behavior a clear and concise description of what you expected to happen. screenshots if applicable add screenshots to help explain your problem. environment information device e.g. macbook os e.g. macos 10.14.3 browser and version e.g. firefox 65.0.1 chrome 73.0.3683.75 safari 12.0.3 distributor version e.g. 1.1.0 theme and version,0
time 2020-07-09T00:51:26Z author MEMBER repo 10up/distributor title bulk skip function erroneously pulls posts body thank you for reporting a possible bug. please fill in as much of the template below as you can. describe the bug in working to update the screenshots for the distributor microsite https distributorplugin.com today i ran into and issue when pulling content across external connections and using bulk skip it instead pulls the content. individual row links for skip work correctly though. a workaround for now would be to delete the mistakenly pulled post. steps to reproduce steps to reproduce the behavior. 1. go to distributor pull content 2. select multiple posts 3. change bulk dropdown to skip 4. click apply 5. see that posts now appear in pulled section as well as locally referenced posts in the all posts list table. expected behavior a clear and concise description of what you expected to happen. 5. see that posts now appear in skipped section. screenshots if applicable add screenshots to help explain your problem. environment information device mac mini 2018 os macos 10.15.5 browser and version firefox 78.0.1 wordpress,0
time 2020-07-09T01:11:48Z author MEMBER repo 10up/distributor title standardize copy and links for editor notification on linked remote posts body thank you for suggesting an idea to make things better. please fill in as much of the template below as you can. is your enhancement related to a problem? please describe. depending on whether you push or pull a post and whether you view the remote post in gutenberg or the classic editor you will get four different possible editor notifications that the remote post is linked to the origin post. let's try and standardize the copy and format of what's displayed. pulled post in gutenberg screen shot 2020 07 08 at 8 04 29 pm https user images.githubusercontent.com 2818133 86985192 4eb42b00 c156 11ea 9feb 8b9ceeb41921.png pulled post in classic editor screen shot 2020 07 08 at 8 05 30 pm https user images.githubusercontent.com 2818133 86985227 68ee0900 c156 11ea 9f97 0d9540e6a2fe.png pushed post in gutenberg screen shot 2020 07 08 at 8 06 16 pm https user images.githubusercontent.com 2818133 86985278 858a4100 c156 11ea 808f c6218398603a.png pushed post in classic editor screen shot 2020 07 08 at 8 07 10 pm,1
time 2020-07-20T10:05:37Z author NONE repo 10up/distributor title visual composer issues body hi guys have an issue while pulling linked content on multisite using wp backery. the issue is when the content is pulled for the first time everything is ok once you update the post and it is automatically pulled on the microsite the layout is broaken and all the content is inserted into text blocks rather than in wpbackery widgets,0
time 2020-09-24T14:36:31Z author NONE repo 10up/distributor title doesn't initialize properly on sites created with wp cli body thank you for reporting a possible bug. please fill in as much of the template below as you can. describe the bug the multisite connection doesn't load on sites created with the wp cli a clear and concise description of what the bug is. steps to reproduce steps to reproduce the behavior. 1. create wp multisite install 2. install and network activate distributor plugin. 3. run wp site create slug example title example 4. navigate to http example.example.com wp admin admin.php?page pull and see the error no connections to pull from create one? . note going to the 'edit site' page and clicking 'save changes' solves this problem. expected behavior a clear and concise description of what you expected to happen. should work the same as when sites are created using the web forms. screenshots if applicable add screenshots to help explain your problem. error page image https user images.githubusercontent.com 6729162 94158619 993d6d80 fe50 11ea 8024 78eaf7f8568b.png environment information device virtual machine homestead v9.5.1 on virtualbox 6.1.12 os ubuntu browser,0
time 2020-10-23T17:24:17Z author NONE repo 10up/distributor title update from 1.5 to 1.6 broke updates for custom post types body working in a wordpress multisite environment running most recent version of wp core. when using version 1.5 i could create a custom post type create a post in that type distribute it to another site in the wordpress multisite network make changes to the original see those changes reflected in the distributed version since updating to version 1.6 changes are no longer reflected in the distributed custom post type. but if i remove the 1.6 version and replace it with the 1.5 version this functionality works as expected.,0
time 2020-12-09T18:14:10Z author NONE repo 10up/distributor title custom post types with no editor field or with no content are not sync'ed body describe the bug when a cpt does not include the editor field or the author has left it empty and show_in_rest is false the post does not stay in sync. note that this was tested within a multisite. steps to reproduce 1. create a cpt without supports 'editor' . 2. create a post in the new cpt. 3. pull that post to the target site. 4. make a change to the original post. 5. note that it does not sync the changes to its subscriber. expected behavior the subscribed post is updated. environment information device macbook os macos 10.15.7 browser and version firefox 83.0 wordpress version 5.5.3 details summary site health info summary wp core version 5.5.3 site_language en_us user_language en_us timezone america los_angeles permalink postname https_status false multisite true user_registration false blog_public 1 default_comment_status open environment_type local user_count 53 site_count 2 network_count 1 dotorg_communication true wp active theme name wide open school wide open school version 1.0 author garth gutenberg author_website http grinninggecko.com parent_theme understrap understrap theme_features core block,0
time 2020-12-19T16:18:26Z author NONE repo 10up/distributor title duplicate content ? body thank you very much for this plugin. i just have one question i have installed multisite wp subdirectories . my main site is www.web.com and another site www.web.com blogs. i have created a page www.web.com blogs page1 i have pulled this page into www.web.com page1. my question is it a duplicate content as we have the same content with 2 different urls? 2 pages are indexed or only the main page? can i restrict direct access to www.web.com blogs page1? looking forward to hearing from you. thanks.,2
time 2020-12-22T15:09:25Z author NONE repo 10up/distributor title notice in wordpress header while debug mode is on. body hi i first like to congratulate to fix the notices of rest api in the wp header. however i still find one rest api error in the header with the latest release 1.6.1 and check the code for under development 1.6.2 and that bug yet needs to be fixed notice register_rest_route was called incorrectly. the rest api route definition for 2fa v1 test basic authorization header is missing the required permission_callback argument. for rest api routes that are intended to be public use __return_true as the permission callback. please see debugging in wordpress for more information. this message was added in version 5.5.0. while debugging further it seems to be an issue in the dependency plugin used for application passwords in composer.json in the file plugins distributor vendor georgestephanis application passwords class.application passwords.php online no 116 register_rest_route functions not updated array parameter 'permission_callback' '__return_true' while digging further check the version used in our plugin composer.json is 0.1.1 and the new version is now available of application passwords is 0.1.2 in,0
time 2021-01-06T23:27:50Z author NONE repo 10up/distributor title external connection body i have 2 different subdomains site1 learning.sitename.com and site 2 employee.sitename.com that i am trying to connect. external connections on both sites use wp json u p is the primary admin in profile page user is admin on both sites i am getting the following message external connection url http learning.sitename.com wp json limited connection established. authentication failed due to invalid credentials. push distribution unavailable. pull distribution limited to basic content i.e. title and content body. i have reviewed all the posts about how to fix this issue and can not figure out a solution. can someone provide me some guidance please,2
time 2021-01-07T09:07:56Z author NONE repo 10up/distributor title remove posts from skipped and pull posts again. body removed distributed posts are in skipped tab. i tried to push from parent site but the posts didn't show up tried as draft and normally . is any another option ? can i remove manually from database ?,2
time 2021-01-09T11:00:49Z author NONE repo 10up/distributor title can't verify connection can pull but can't push body thank you for reporting a possible bug. please fill in as much of the template below as you can. describe the bug with two wordpress installs on separate domains but on the same server i have attempted to connect mainsite with remotesite . i have created an application password for the admin user on remotesite and then run the setup wizard on mainsite but can not get the connection verified. i have done the same thing using manual setup with the same result. mainsite can now pull from remotesite but is not able to push content to remotesite which is what i wanted to do . the error message i get is limited connection established. authentication failed due to invalid credentials. push distribution unavailable. pull distribution limited to basic content i.e. title and content body. expected behavior mainsite to be able to push content to remotesite screenshots environment information wordpress version 5.6 on both sites if your wordpress version is 5.2 or higher then please fill out the site health,0
time 2021-01-18T17:45:07Z author NONE repo 10up/distributor title pulled posts are automatically published body hello i started using the plugin last week and it was exactly what i needed for a large multisite network. however as i started working with it i found some issues oine of them is that once i pull a post it is pushed as published automatically instead of being kept as a draft as i read is the default behaviour since the latest version. i tried it also on a clean install with wordpress default theme and no plugins and i ran into the same issue. i'm using the latest version of wordpress and the plugin 1.6.2 . i wonder if there is some setting which i'm missing? thanks for your help.,2
time 2021-01-20T21:11:10Z author NONE repo 10up/distributor title push is not working body clicking on dirstributor in the admin bar is not opening any overlay to start the push process. the popup is not opening but in the console no error is displayed. php version 7.4.10 wordpress version 5.5.3 theme astra pagebuilder elementor,0
time 2021-01-25T22:52:12Z author NONE repo 10up/distributor title distributor is not included in the admin bar on post body although the admin bar is visible the distributor is not showing as an option on the site that will be pushing content to the other. it shows up on the site that is to receive the content. steps to reproduce 1. login 2. select a blog post 3. look at admiin bar and no distributor is listed the bar and other links is there though expected behavior i expected to see the distributor link so i could push the post to another blog site. screenshots img width 1680 alt screen shot 2021 01 25 at 5 48 42 pm src https user images.githubusercontent.com 77599 105775898 9dc87e80 5f35 11eb 9f86 96320b55b332.png environment information device macbook os macos 10.14.6 browser and version chrome version 87.0.4280.141 wordpress version 5.6 wp core version 5.6 site_language en_us user_language en_us timezone america new_york permalink year monthnum day postname https_status true multisite false user_registration 0 blog_public 1 default_comment_status open environment_type production user_count 2 dotorg_communication true wp paths sizes wordpress_path wordpress core 5.6 wordpress_size 49.51 mb 51918380 bytes,0
time 2021-02-04T20:31:27Z author NONE repo 10up/distributor title pulled pushed posts grab incorrect images body thank you for reporting a possible bug. please fill in as much of the template below as you can. describe the bug a clear and concise description of what the bug is. hello we are using distributor 1.6.2 network activated on our multisite. we are running multiple real estate sites and want to be able to push pull property listings between them. when we attempt this the featured image is copied over correctly as is the text content categories etc. but the gallery images aren't moving over correctly the plugin picks random images to fill the spots. all the images are jpegs. in the distributor settings we have it set to process featured images as well as attached images. here's an example of one of the sites https homes.sc additional site info wordpress 5.6.1 theme real places plugins google analytics hugeit forms inspiry real estate list custom taxonomy widget mortgage calculator post types order random banners redirection responsive mortgage calculator simple share buttons adder wordpress importer wpbakery page builder yoast,0
time 2021-02-12T22:39:46Z author NONE repo 10up/distributor title using dt_push_post filter results in code being ran 2 to 8 times body i solved distributing related post that are saved in custom meta fields data als post_id's or an array of post_id's. i'm parsing the post_content to find post_id's in acf blocks or checking custom field meta data. when needed i'm pushing a related post and then find this related post in the destination connection site. but... i noticed that my code is ran multiple times which is quite resource full. e.g. i logged this action dt_push_post here which with ray https myray.app and saw my debug info being triggered 6 times. https github.com burovoordeboeg distributor meta data blob master src internalconnections blockmeta.php l26 i tried adding checks like doing_ajax run the on save_post or even the wp_ajax_dt_push action... but no luck in getting the amount of triggeres down. do you have a tip pointer to help?,2
time 2021-03-15T09:21:15Z author NONE repo 10up/distributor title distributed post have broken accents body when distributing a post that consists of some diacritical characters the pushed version seems to have them converted to unicode and removed the slashes. i cannot find the proper place where this may take place. the content is edited via elementor. distributed to multisite website different domain . what is weird is that sometimes this happens but sometimes it pushes the content correctly. example image https user images.githubusercontent.com 22510331 111131044 251a9180 8578 11eb 96b5 e1df24389f3b.png,0
time 2021-03-24T04:05:48Z author NONE repo 10up/distributor title about connection body hello i'm registed for free to try it before i buy it yah and i have 1 issues for this is limited connection established. authentication failed due to invalid credentials. push distribution unavailable. pull distribution limited to basic content i.e. title and content body. i'm sure for you is admin and password for it is admin role for this remote site. help me and thank you if you reply me.,2
time 2021-03-25T12:58:11Z author NONE repo 10up/distributor title can't push all regular blocks to sub sites without turning to classic body getting ready to push 45 pages internally on a multi to sub sites must do today . first several pages are coming through with classic block replacing outermost columns. i've read your known issues caveats and understand that all blocks being pushed need to be available on the sub sites and they are. i'll reference both https github.com 10up distributor issues 739 which i wrote and https github.com 10up distributor issues 296 regarding reusable blocks. in the test pages have converted all reusable to regular blocks. even tried pushing a page with no reusable blocks however every page was created initially with a column block template to start. in other words i had a reusable page template with two columns at least one of which had another reusable block in it and a css class associated with the column thus the reason for a template. is this what is thwarting the push? i don't see any trace of reusable in the source code of the pushed files. what else could,0
time 2021-04-05T19:45:24Z author NONE repo 10up/distributor title wordfence settings body i get errors whenever wordfence is turned on the receiving content site. i added my ip to all the white list settings i could find however that doesn't seem to have worked. does anyone have any ideas ?,2
time 2021-05-13T03:43:18Z author NONE repo 10up/distributor title external connections error about https body describe your question we have 2 sites with distributor installed one on a main domain like amaindomain.com and one on a sub domain of the main sub.amaindomain.com . they are virtually identical setups and both activated with our distributor license. both are setup as https and hsts etc. they use the same dns on cloudflare are using wp 5.7.2 and identical set of plugins and yes all the wp general settings are configured for https. the sites don't even accept http url's if you use http they are reset to https. using lets encrypt ssl cert's. on a dedicated lamp server centos plesk we control so why is distributor refusing to setup external connections and saying our site is not using https ? don't mean to criticize but the doc's guide? on this issue are a bit...light? i mean it tells you a code snippet you will need but not what to do with it? sid b.,2
time 2021-05-26T12:35:58Z author NONE repo 10up/elasticpress-react title what values does node and indexname take ? body if you have a question that is neither a bug report nor an enhancement then please post it here please fill in as much of the template below as you can. describe your question a clear and concise description of what your question is. hi as per the code boilerplate we need to give elasticpressprovider node http elasticpress.test __elasticsearch indexname elasticpresstest post 1 elasticpress components elasticpressprovider what value we need to take from elastic press dashboard for node and index name? see attached image for ref https nimb.ws onlpgx url thank you vishal,2
time 2020-05-14T16:50:19Z author MEMBER repo 10up/eslint-config title update to eslint 7 body thank you for suggesting an idea to make things better. please fill in as much of the template below as you can. is your enhancement related to a problem? please describe. please describe the problem you are trying to solve. https eslint.org docs user guide migrating to 7.0.0 describe the solution you'd like please describe the desired behavior. designs if applicable add mockups screenshots etc. to help explain your solution. describe alternatives you've considered please describe alternative solutions or features you have considered. additional context add any other context about the enhancement here.,1
time 2020-08-02T10:53:58Z author MEMBER repo 10up/eslint-config title add github actions to run tests body thank you for suggesting an idea to make things better. please fill in as much of the template below as you can. is your enhancement related to a problem? please describe. we want to add github actions to run the tests before merging prs. describe the solution you'd like please describe the desired behavior. additional context issue,1
time 2020-09-15T01:02:36Z author MEMBER repo 10up/eslint-config title no use before define does not work well with typescript body thank you for reporting a possible bug. please fill in as much of the template below as you can. describe the bug the eslint no use before define does not work well with typescript. we need to use typescript eslint no use before define instead for typescript. expected behavior this rule should only trigger for things truly being used before it's being defined but when using with typescript this rule does not seem to recognize imports properly. e.g js import react from 'react' use react the eslint no use before define complains about using react before it's being defined.,0
time 2020-09-23T13:47:37Z author MEMBER repo 10up/eslint-config title react 17 does not require importing react body thank you for suggesting an idea to make things better. please fill in as much of the template below as you can. is your enhancement related to a problem? please describe. https reactjs.org blog 2020 09 22 introducing the new jsx transform.html describe the solution you'd like we should probably disable the rule that forces importing react when using jsx even when react is not being used directly. designs if applicable add mockups screenshots etc. to help explain your solution. describe alternatives you've considered please describe alternative solutions or features you have considered. additional context add any other context about the enhancement here.,1
time 2021-03-01T13:33:37Z author NONE repo 10up/eslint-config title configuration for rule jsdoc require param is invalid body describe the bug i've just created a new plugin using the 10up create scaffold and when i run any npm commands i get the following error error .eslintrc.json 10up eslint config wordpress . react . index path to plugin node_modules 10up eslint config rules jsdoc.js configuration for rule jsdoc require param is invalid value enablefixer false should not have additional properties. i'm guessing this was introduced in https github.com 10up eslint config commit 6b9338c23f181a88d57dd8725d95fcbd3fd79b65. steps to reproduce 1. 10up create plugin test 2. cd test 3. npm run start 4. see error expected behavior npm run x commands should complete without error.,0
time 2021-03-08T19:05:12Z author NONE repo 10up/eslint-config title address prop spreading warning in wordpress gutenberg projects with block api version 2 body with version 2 of the block ap https make.wordpress.org core 2020 11 18 block api version 2 i a new hook called useblockprops was introduced to cut down on the amount of extra markup being generated. the recommended usage https developer.wordpress.org block editor developers block api block edit save block wrapper props for this hook is to spread the returned object on the root of the block. jsx import useblockprops from ' wordpress block editor' ... const blocksettings apiversion 2 ... edit const blockprops useblockprops classname 'my random classname' return div ...blockprops your block. div with the current eslint config for wordpress this triggers the react jsx props no spreading rule that needs to be disabled either in the file or for each line. this is going to lead to confusion for developers who are getting warnings when they are doing it the way the docs specify. describe the solution you'd like spreading props is not a good thing but is needed in this case and for userinnerblockprops which is,1
time 2021-03-12T18:49:06Z author NONE repo 10up/eslint-config title remove proptypes rule from wordpress preset. body is your enhancement related to a problem? please describe. when creating blocks it's not typical to use proptypes. the only items that we're really dealing with that are not pre defined are the attributes and being required to have have proptypes feels like an over complication. this leads to a lot of boilerplate code that is not needed. describe the solution you'd like in the wordpress config set 'react prop types' 0,1
time 2020-10-29T07:42:32Z author NONE repo 10up/insert-special-characters title how tagname works? body as i understand the tagname is wrapping the inserted text but it's not working like this the text added without tags. so why tagname does not do anything on inserting a character?,2
time 2020-04-29T19:01:56Z author CONTRIBUTOR repo 10up/restricted-site-access title improve composer support body is your enhancement related to a problem? please describe. somewhat. as an outside contributor it would be beneficial if the project included a more robust composer setup which setup the project for an engineer as much as possible simply by running composer install . describe the solution you'd like rework the composer.json configuration to improve both the information and programatic tools provided by composer to assist with creating predictable development environments and build processes. designs not applicable. describe alternatives you've considered as a php centric project composer is the go to package manager. additional context when working through issues on this project as an outsider i have an expectation that i can contribute to it without much effort because the necessary tooling and processes are in place. for example if i wanted to run some coding standards or unit tests locally this project does not setup any of that process in an automated way and requires and engineer to understand the expectations for running tests coding standards and more. running,1
time 2020-05-05T12:21:46Z author NONE repo 10up/restricted-site-access title 7.2.0 php notice trying to access array offset on value of type int body describe the bug added first unrestricted ip address to whitelist. subject php notice was triggered. traceback wp content plugins restricted site access restricted_site_access.php 1170 restricted_site_access function wp admin includes template.php 1692 function wp admin includes template.php 1650 function wp admin options reading.php 213 steps to reproduce steps to reproduce the behavior. 1. fresh site and plugin installation php 7.4. 2. add ip to list 3. click save changes. 4. see query monitor light up. expected behavior notice free data save. screenshots if applicable add screenshots to help explain your problem. environment information device e.g. macbook os e.g. macos 10.14.3 browser and version e.g. firefox 65.0.1 chrome 73.0.3683.75 safari 12.0.3 restricted site access version e.g. 7.1.0 theme and version e.g. twenty nineteen 1.3 other installed function and function additional context add any other context about the problem here.,0
time 2021-02-12T07:19:51Z author NONE repo 10up/restricted-site-access title exclude page or url from restriction body is there a way to exclude a certain page or wp json endpoint from restricted access?,2
time 2021-03-16T03:06:27Z author NONE repo 10up/restricted-site-access title filter option setting the wrong value when rsa_forbid_restriction is defined body describe the bug as per the core settings the values for the site_public option should be set to 1 for public sites and 0 for discourage search engines... if an action has been added to 'blog_privacy_selector'. the function method is setting a wrong value of 1 if the constant rsa_forbid_restriction is defined it should set the value to 0 steps to reproduce 1. go to ' wp admin options reading.php' 2. select the option discourage search engines from indexing this site and save see img 2 3. check value saved on db see img 3 4. go to robots.txt and see content see img 4 5. add define 'rsa_forbid_restriction' true to wp config.php 6. a reload ' wp admin options reading.php' and you can see the wrong option is selected see img 6.a b. go to robots.txt and check the output see img 6.v the sitemap url is added on the following core function depending of the 'site_public' value https github.com wordpress wordpress blob 5.7 branch wp includes sitemaps class,0
time 2019-08-13T16:02:26Z author MEMBER repo 10up/restricted-site-access title plugin prevents new users from getting setup email from wp body thank you for reporting a possible bug in restricted site access. please fill in as much of the template below as you can. describe the bug received a report that there is an issue with the plugin that is preventing new users from getting their setup email from wp. steps to reproduce steps to reproduce the behavior. 1. select restrict site access to visitors who are logged in or allowed by ip address under the site visibility section under settings reading . 2. create new user. 3. the email activation link doesnt work. expected behavior email activation link should work. screenshots n a environment information device e.g. macbook os e.g. macos 10.14.3 browser and version e.g. firefox 65.0.1 chrome 73.0.3683.75 safari 12.0.3 restricted site access version e.g. 7.1.0 theme and version e.g. twenty nineteen 1.3 other installed function and function additional context n a,0
time 2019-12-04T00:23:30Z author NONE repo 10up/safe-redirect-manager title list unused redirects body thank you for suggesting an idea to make things better. please fill in as much of the template below as you can. is your enhancement related to a problem? please describe. please describe the problem you are trying to solve. the number of redirects can grow quite big over time on a large site. describe the solution you'd like please describe the desired behaviour. old redirects might not be hit anymore. the idea suggested is to e.g. add a timestamp when a redirect got hit and list the once which didn't get hit for 12 months or more. designs if applicable add mockups screenshots etc. to help explain your solution. a new table linked in the list above all xx mine xx ... draft xx unused xx describe alternatives you've considered please describe alternative solutions or features you have considered. could just be a new column in the all table named last used where the once fulfilling the rule get marked red. additional context add any other context about the,1
time 2021-01-07T19:07:02Z author NONE repo 10up/safe-redirect-manager title srm_redirect_only_on_404 doesn't work for many 404s body filing a short bug report at helen's request when the functionality backed by the srm_redirect_only_on_404 filter is enabled maybe_redirect is hooked on parse_request . however even on a page that ultimately 404's function is likely to return false at wp function because it is before any lookups have been done in wp function . there seems to be a scenario where no rewrite rule is matched where 404 _might_ be set early enough for this to work occasionally but for the most part this functionality seems to fail. while i have not tested this srm should probably hook into set_404 directly. it's more explicit and would catch precisely the scenarios where wp and wp_query have decided a 404 will be sent.,0
time 2021-03-24T23:19:11Z author MEMBER repo 10up/safe-redirect-manager title add formatting options to wp safe redirect manager list command body i'd love to use the wp safe redirect manager list command to export redirects to a format i can easily grok and manipulate but all it does is export a table with no options for json yaml or csv. if we want to get fancy we could also address https github.com 10up safe redirect manager issues 43 and have it output things in nginx or apache redirect format so the redirects could be easily moved out of wp into commonly used webservers i find myself wanting to do this often .,1
time 2020-09-17T12:30:39Z author NONE repo 10up/simple-local-avatars title add simple shortcode to upload image avatar any page body thank you for suggesting an idea to make things better. please fill in as much of the template below as you can. is your enhancement related to a problem? please describe. please describe the problem you are trying to solve. there is only one plugin in the wordpress repository that makes a shortcode available for uploading the avatar and does it in a very polluted way. it would be great to have this implemented in your plugin which is minimalist. describe the solution you'd like please describe the desired behavior. an elegant solution with no filament and pollution the user just places the shortcode upload_avatar msg upload my avatar wherever he wants and an upload my avatar button appears clicking on it opens a pop up to upload the image and to save. designs if applicable add mockups screenshots etc. to help explain your solution. describe alternatives you've considered please describe alternative solutions or features you have considered. additional context add any other context about the enhancement here.,1
time 2021-02-18T20:51:36Z author MEMBER repo 10up/simple-podcasting title add ability to remove audio file from podcast block without having to delete entire block body thank you for suggesting an idea to make things better. please fill in as much of the template below as you can. is your enhancement related to a problem? please describe. in testing issue david chabbi came across the following there is also no option to remove the file once you have uploaded. you have to delete the whole block. not just remove the podcast. describe the solution you'd like please describe the desired behavior. designs if applicable add mockups screenshots etc. to help explain your solution. describe alternatives you've considered please describe alternative solutions or features you have considered. additional context add any other context about the enhancement here.,1
time 2020-05-12T15:21:44Z author NONE repo 10up/windows-azure-storage title upload image path not always correct body thank you for reporting a possible bug. please fill in as much of the template below as you can. describe the bug since version 4.3.1 the path used for the upload of images is not always correct. here's what's happening if one adds media within a post the path will use the original post creation date and put the image in the year month folder accordingly. it should put it in the year month folder according to the date the image was uploaded. this also leaves a gray box in the media library for that image no image preview . this does not happen if one uploads the image directly within media library then later adds the image to a post. steps to reproduce steps to reproduce the behavior. 1. take a past post not in the current month and add media to that post. expected behavior notice how the path of the url will put the image in the directory according to the original post creation date and not,0
time 2020-08-25T14:00:35Z author NONE repo 10up/windows-azure-storage title upload image issues with wordpress 5.5 body when adding a new image i only can find the original image original size but the others auto generated files with different size aren't in the azure storage slot. they are well created by wordpress i have checked that by using the keep local files . it worked almost well in 5.4 wordpress version but now with the 5.5 every upload has trouble. example for example i upload image.png in wordpress and it generates 3 other images image 150x150.png image 300x225.png image 800x600.png i will only find image.png not the other 3. steps to reproduce 1. go to media 2. add new image 3. there is a grey box no thumbnail 4. if you check on your azure storage slot only the original size image is visible expected behavior all generated image should be visible. environment information wordpress version 5.5 windows azure storage plugin 4.3.1,0
time 2021-05-29T23:57:20Z author NONE repo 10up/windows-azure-storage title curl error operation timed out after 15000 milliseconds with 0 bytes received body i have built a php script that attaches images to woocommerce products using the wc rest api. it's working beautifully to attach multiple images to wc products. i discovered the azure plugin and love it as well for offloading media. the problem i'm facing is that when i post media to the wc rest api while the azure plugin is activated i get an error curl error operation timed out after 15000 milliseconds with 0 bytes received. when the azure plugin is not activated my code works as expected. in the wc rest api log the response time for posting multiple images to azure is over the 15000 ms and then i get the timeout error. when i post multiple images to the wc rest api when the azure plugin is disabled they post in about 3000 ms and therefor i don't get the error. how do i configure the azure plugin to allow posts sent to wc rest api to exceed the 15000 ms timeout value set by curl?,0
time 2021-02-09T17:43:15Z author NONE repo 10up/wp-local-docker-docs title multisite configurations removed when configuring create to remove default content. body thank you for reporting a possible bug. please fill in as much of the template below as you can. describe the bug a clear and concise description of what the bug is. i was trying to create a new subdirectory multisite with 2.8.1 and noticed after successful creation that the multisite configurations in wp config.php were not there resulting in a single site install. after some testing the culprit is around the do you want to remove the default content? entree of the creation process. if i say yes the multisite configurations will be removed along with it. saying no to remove default content will give me a multisite install in the end which is okay for my use case at the moment but not something i expected to see. steps to reproduce steps to reproduce the behavior. 1. create a new environment with 10up local docker create 2. use all the defaults in the create steps but specifically set subdirectory multisite as the installation type and say yes to,0
time 2021-03-02T15:07:37Z author NONE repo 10up/wp-local-docker-docs title enhancement improve windows install docs body is your enhancement related to a problem? please describe. this is a suggested documentation improvement. i am not proposing a change to functionality. i just want to document solutions based on the help i got in slack. yes. i tried to install with windows without using wsl 2. the install instructions for windows did not make it clear i needed to use wsl 2 backend for docker previously i was using hyper v backend. describe the solution you'd like i'd like to add to the windows documentation a note that wsl 2 is required. instructions to install node via nvm in linux i had issues because of this workarounds for https issues. using window's git credentials manager from linux. i will create a pr for this.,1
time 2020-10-08T15:44:24Z author NONE repo 10up/wp-local-docker-v2 title develop.conf pointing to incorrect root? body describe the bug when configuring a container to use the develop version of wordpress the develop.conf file is pointing the root to var www html build though a wp config.php file is being created in var www html src . this causes an unexpected wordpress setup screen to appear when the new url is opened in a browser. steps to reproduce steps to reproduce the behavior. 1. create a new container and select the develop version of wordpress 2. open wp local docker sites your site config nginx default.conf and wp local docker sites your site config nginx develop.conf in a text editor. note that develop.conf has set root var www html build 3. open wp local docker sites your site wordpress build and note there is no wp config.php file. 4. open wp local docker sites your site wordpress src and note that the wp config.php file was created there. expected behavior the config file should either point to wp local docker sites your site wordpress src which means,0
time 2021-01-13T22:34:49Z author NONE repo 10up/wp-local-docker-v2 title failed to automatically check for updates. please ensure wp local docker is up to date. body thank you for reporting a possible bug. please fill in as much of the template below as you can. describe the bug a clear and concise description of what the bug is. after installing 10updocker on node 14.15.4 this error is displayed 10updocker failed to automatically check for updates. please ensure wp local docker is up to date. steps to reproduce steps to reproduce the behavior. 1. 10updocker after fresh install 4. see error expected behavior a clear and concise description of what you expected to happen. not show a failure message environment information device e.g. macbook sys76 darter pro os e.g. macos 10.14.3 pop_os 20.10,0
